steam_appid;Mesclado.1;Processador_min.1;RAM_min.1.1;GPU_min.1;
758730;Requires a 64-bit processor and operating system ;Intel Core 2 Quad Q6600 (2.4 GHz) or AMD equivalent ;4 GB RAM ;GeForce GT 430 (1024 MB)/ Radeon HD 6850 (1024 MB) DirectX: Version 9.0c ;
758790;;32 or 64-bit Dual Core or better ;2 GB RAM ;Integrated Graphics (256MB) DirectX: Version 9.0 ;
758870;;Intel Core i3 ;4 GB RAM ;DirectX 11 Compatible Video Card DirectX: Version 11 ;
758880;;Intel Core 2 Duo ;1 GB RAM ;Radeon x1700 DirectX: Version 9.0c ;
758920;;Any processor, 32-bit available ;1 GB RAM ;Any 1 GB moderate display card DirectX: Version 11 ;
758930;;2.4Ghz* ;2000 MB RAM ;NVIDIA GTX660 or equivalent* ;
758980;;2.0 GHz ;512 MB RAM ;Direct X 9 compatible DirectX: Version 9.0 ;
758990;;Quad Core 2.5GHz+ ;2 GB RAM ;;
759000;Минимальные: ОС:  XP SP2+ Процессор: 1.4GHz+ Оперативная память: 512 MB ОЗУ Видеокарта: Shader model 2.0 Место на диске: 200 MB;;;;
759010;;Intel i5-4460 Or AMD Equivalent ;4 GB RAM ;Intel HD Graphics 6000 DirectX: Version 10 ;
759030;;1.7 GHz Core 2 Duo ;512 MB RAM ;512 MB video memory DirectX: Version 9.0 Network: Broadband Internet connection ;
759040;;Intel Core i5-4590 or AMD FX 8350 (equivalent or better) ;4096 MB RAM ;NVIDIA GTX 970 or AMD Radeon R9 290 (equivalent or better) ;
759060;Processor: Intel i5-4590 equivalent or greater Memory: 8 GB RAM Graphics: NVIDIA GTX 970 or AMD R9 290 or greater Hard Drive: 6 GB available space;;;;
759090;;Pentium® 4 2,0 ГГц or Athlon® XP 2,0 ГГц ;1 GB RAM ;Nvidia GeForce 6200 or ATI Radeon 9600 DirectX: Version 9.0 ;
759160;;Intel Atom 1.2 GHz ;1024 MB RAM ;Intel HD Graphics DirectX: Version 9.0c ;
759220;;;;;
759260;;Core i3  2x1.8 GHz ;2000 MB RAM ;DirectX Compatible graphics card with at least 128MB of video memory ;
759440;;Intel Core2 Duo or better ;4 GB RAM ;DirectX 9/OpenGL 4.1 capable GPU DirectX: Version 9.0 Network: Broadband Internet connection ;
759460;;Intel Core2 Duo or equivalent AMD ;512 MB RAM ;nVidia GeForce GTX 280 series or higher ;
759500;;Core2Duo ;512 MB RAM ;Intel HD2000 ;
759530;Hard Drive: 55 MB available space;;;;
759540;Requires a 64-bit processor and operating system ;Intel i5-4590 equivalent or greater ;8 GB RAM ;NVIDIA GTX 970 / AMD equivalent or greater ;
759610;Requires a 64-bit processor and operating system ;Intel CORE i3 ;4 GB RAM ;Nvidia Geforce 820m DirectX: Version 9.0 ;
759640;;1 Ghz ;2 GB RAM Hard Drive: 40 MB available space;;
759650;;1.0 Ghz ;1 GB RAM ;64 mb DirectX: Version 9.0 ;
759740;Requires a 64-bit processor and operating system ;Intel Core i5-2500, AMD FX-8100 or equivalent ;8 GB RAM ;NVIDIA GeForce GTX 1050 with 2 GB VRAM or more / AMD Radeon HD 7950 with 2 GB VRAM or more DirectX: Version 11 ;
759750;;AMD Atholon 64 X2 Dual-Core 4000+ or better / Intel Core 2 Duo Processor 2.0GHz or better ;2048 MB RAM ;ATI X1800 or better / nVidia 7800 or better / Intel 4100 or better. 512MB Video RAM ;
759800;;1.8GHz Dual-Core CPU ;2 GB RAM ;Integrated graphics ;
759830;;Intel Core 2 Duo or AMD equivalent ;1 GB RAM ;512 MB Graphics card supporting DirectX 9.0c and Shader Model 3.0 DirectX: Version 9.0c Sound Card: Any;
759840;Requires a 64-bit processor and operating system ;Intel i5-4590 ;8 GB RAM ;GeForce GTX 970 (AMD Radeon R9 290) or better. ;
759850;;Dual Core ;1 GB RAM ;OpenGL 3.0 compliant with 512MB of VRAM. ;
759920;;0.5 GHz Processor ;512 MB RAM ;512 MB video memory DirectX: Version 9.0c ;
759940;;1.5GHz ;1024 MB RAM ;Graphics Card made within the last 5 years ;
759950;;Intel Core i5-4590 ;8 GB RAM ;Nvidia GeForce GTX 1060 3GB or equivalent DirectX: Version 11 ;
759970;;Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz ;4 GB RAM ;NVIDIA GT 630 / 650m, AMD Radeon HD6570 or equivalent ;
759980;;1 GHZ ;4 GB RAM ;GTX 960 or equivalent ;
760000;;Dual core 3Ghz+ ;4 GB RAM ;GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0 DirectX: Version 9.0 ;
760010;;Intel i5-4590 ;4 GB RAM ;GeForce GTX 970 4GB DirectX: Version 10 ;
760030;;2.0 GB ;2000 MB RAM ;Intel HD 3000 ;
760050;;2 GHz ;4 GB RAM ;Intel HD 3000 DirectX: Version 11 ;
760060;Requires a 64-bit processor and operating system ;Intel Core i5-760 / AMD Phenom II X4 965 ;6 GB RAM ;NVidia GTX 580 / AMD Radeon HD 7870 DirectX: Version 11 ;
760080;;Intel Core 2 Duo E5200 ;4 GB RAM ;GeForce 9800GTX+ (1GB) ;
760220;;Intel® Pentium® 4 2.0 GHz equivalent or faster processor ;512 MB RAM ;1024 x 768 pixels or higher desktop resolution ;
760320;;1.8 GHZ ;2 GB RAM ;NVIDIA GT/s 4xx or Equivalent DirectX: Version 9.0c ;
760330;;Dual Core+ ;1 GB RAM ;OpenGL 2.1+ compatible card ;
760350;;DualCore ;512 MB RAM ;128mb ;
760360;;2.0 GHz ;4 GB RAM ;NVIDIA 680  GTX DirectX: Version 10 ;
760390;;Any ;128 MB RAM ;Any ;
760400;;Intel Core i5-4590 (AMD FX 8350) or better ;4 GB RAM;;
760440;;Intel Core2 Duo 2.0 Ghz ;512 MB RAM ;Compatible with DirectX 9 DirectX: Version 9.0 ;
760450;;Intel Core 2 Duo (or equivalent) ;2048 MB RAM ;with 1024 MB VRAM compatible with DirectX 9 DirectX: Version 9.0 ;
760460;;2.0 Ghz or faster ;2 GB RAM ;OpenGL 2.0+ Compatible Card ;
760490;;1.0 GHz Intel Pentium III equivalent ;2 GB RAM ;1024x768 video resolution DirectX: Version 9.0c ;
760530;;Intel Core i5 4590 or AMD FX 8350 or greater ;8 GB RAM ;GeForce GTX 970 or AMD Radeon R9 290 or better ;
760550;;Intel Core2 Duo or higher ;2 GB RAM Hard Drive: 1 GB available space Sound Card: 100% DirectX 9.0c compatible sound card;;
760560;;Athlon ;512 MB RAM ;Compatible with DirectX 9 Network: Broadband Internet connection ;
760580;;2.0 GHZ ;2048 MB RAM ;512 MB NVidia or AMD graphics card DirectX: Version 9.0 ;
760620;;Intel Celeron G1820 / AMD Athlon II X3 455 ;4 GB RAM ;NVIDIA GeForce GT 430/ AMD Radeon R5 240 DirectX: Version 11 ;
760660;Минимальные: ОС:  Me/Windows 2000/XP/7/10 Процессор: Pentium® 4 2,0 ГГц or Athlon® XP 2,0 ГГц Оперативная память: 1 GB ОЗУ Видеокарта: Nvidia GeForce 6200 or ATI Radeon 9600 DirectX: Версии 9.0c Место на диске: 1 GB Звуковая карта: DirectX 9 compatible;;;;
760680;;Intel i5-6400 ;8 GB RAM ;GTX 970 / RX 480 DirectX: Version 10 ;
760700;;2.0+ GHz ;512 MB RAM ;Integrated Graphics ;
760740;;Intel Core i3 6100 ;500 MB RAM ;GeForce 210 ;
760750;;Dual Core ;512 MB RAM ;Supported ;
760800;;2 GHz Intel dual-core or AMD equivalent ;4 GB RAM ;GTX 660 2GB or AMD equivalent DirectX: Version 11 ;
760860;;2.4ghz CPU ;1 GB RAM ;Any DirectX: Version 9.0 ;
760870;;Dual Core ;512 MB RAM ;Supported ;
760880;Requires a 64-bit processor and operating system ;i5 or better Graphics: NVIDIA GTX600 or better DirectX: Version 11 Hard Drive: 1 GB available space Sound Card: Yes, please.;;;
760890;;Intel® Pentium® 4 2.0 GHz ;500 MB RAM ;1024 x 768 pixels desktop resolution ;
760900;;2.66 GHz Intel Core2 Duo E6700 ;2 GB RAM ;Nvidia GeForce GTX 260 DirectX: Version 9.0 ;
760920;;;;;
760930;Minimalne: System operacyjny:  7/8/10 - 64bits Procesor: 2 GHz Intel Pentium 4 or AMD Athlon or equivalent Pamięć: 2 GB RAM Karta graficzna: Intel HD graphique Miejsce na dysku: 100 MB dostępnej przestrzeni Karta dźwiękowa: All;;;;
760960;;;;;
760970;;1.0 GHZ ;512 MB RAM ;Integrated Graphics ;
760990;;2.0+ GHz ;512 MB RAM ;Integrated Graphics ;
761000;;I3 Intel Graphics: Intel HD Graphic Hard Drive: 250 MB available space Additional Notes: 1 GO RAM;;;
761030;;x86 Dual Core 2.6 GHz ;4 GB RAM ;DirectX 10 GPU with 1GB of memory DirectX: Version 10 ;
761040;;Intel Core Duo ;2 GB RAM ;Intel HD Graphics DirectX: Version 9.0 ;
761070;Минимальные: ОС:  7 Процессор: 1 Ghz Оперативная память: 1 GB ОЗУ Видеокарта: 1280x720 Место на диске: 200 MB;;;;
761100;;Any 64 or 32 bit processor ;1 GB RAM ;DirectX or OpenGL Compatible Video card ;
761110;;Any 64 or 32 bit processor ;2 GB RAM ;DirectX or OpenGL Compatible Video card ;
761130;;Any 64 or 32 bit processor ;2 GB RAM ;DirectX or OpenGL Compatible Video card ;
761150;Requires a 64-bit processor and operating system ;2.0 GHz Dual Core ;2 GB RAM ;nVidia GeForce GTS450 or AMD Radeon HD5670 ;
761170;;2.33GHz or faster x86-compatible processor, or Intel Atom™ 1.6GHz or faster processor for netbook class devices ;512 MB RAM Hard Drive: 150 MB available space;;
761190;;;;;
761220;Requires a 64-bit processor and operating system ;Intel™ Core™ i5-4590 or AMD FX™ 8350, equivalent or better ;4 GB RAM ;NVIDIA GeForce™ GTX 1060 or AMD Radeon™ RX 480, equivalent or better ;
761280;;1.3 GHz Intel Pentium 4 1.3 GHz (Willamette) ;1 GB RAM ;On-Board Graphics Card DirectX: Version 9.0c ;
761290;;2.5 GHz ;2 GB RAM ;Not great but decent DirectX: Version 10 ;
761300;Requires a 64-bit processor and operating system ;Intel Core i7-3615QM ;4 GB RAM ;GeForce GT 650M DirectX: Version 11 ;
761310;;Intel Core 2 Duo (or equivalent) ;1024 MB RAM ;with 512 MB VRAM compatible with DirectX 9 DirectX: Version 9.0 ;
761320;;Intel Core i5-4440 (or equivalent) ;2 GB RAM ;nVidia 320M or higher, or Radeon 7000 or higher, or Intel HD 3000 or higher DirectX: Version 9.0 ;
761330;;Intel Core 2 Duo (or equivalent) ;2048 MB RAM ;with 512 MB VRAM compatible with DirectX 9 DirectX: Version 9.0 ;
761410;;2.0+ GHz ;512 MB RAM ;Integrated Graphics ;
761420;;2.0+ GHz ;512 MB RAM ;Integrated Graphics ;
761430;;2.0+ GHz ;512 MB RAM ;Integrated Graphics ;
761440;;1.2GHz processor ;512 MB RAM ;DirectX® 9.0c compatible ;
761460;最低配置: 操作系统:  ME or later 处理器: Pentium or higher 1.2 GHz 内存: 1 GB RAM 图形: 640x400, 32-bit colour DirectX 版本: 5.2 存储空间: 需要 2 GB 可用空间 声卡: All DirectX-compatible sound cards;;;;
761480;;2 GHz ;2 GB RAM ;Intel HD 3000 or better DirectX: Version 9.0 ;
761570;;1.2 Ghz ;4 GB RAM ;512 mb Video Memory ;
761600;;Intel® Core™ i3 Dual Core Series or AMD equivalent or better ;4 GB RAM ;NVIDIA GeForce GTX 760 or AMD Radeon R7 260x DirectX: Version 10 ;
761620;;Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz ;4 GB RAM ;NVIDIA GT 630 / 650m, AMD Radeon HD6570 or equivalent DirectX: Version 9.0c ;
761630;Минимальные: ОС:  SO: Windows XP, Vista, 7,8,10 Процессор: 2.0 GHz CPU Dual Core Оперативная память: 1024 MB ОЗУ Видеокарта: 512 MB DirectX: Версии 9.0 Место на диске: 20 MB;;;;
761640;;Any 64 or 32 bit processor ;512 MB RAM ;DirectX or OpenGL Compatible Video card ;
761660;;Any 64 or 32 bit processor ;512 MB RAM ;DirectX or OpenGL Compatible Video card ;
761670;;Intel Core 2 DUO ;1 GB RAM ;VRAM320MB, 1280×720 DirectX: Version 9.0c ;
761700;;Pentium3 1.0GHz ;1 GB RAM ;1280×720 DirectX: Version 9.0 ;
761760;;2.2 GHz dual core or better ;1 GB RAM ;On-Board GPU with 512 MB or higher DirectX: Version 9.0c ;
761790;;1.6 GHZ ;512 MB RAM ;256 Mb Card ;
761880;;Intel i5 ;6 GB RAM ;Nvidia 1060 ;
761890;;Intel/AMD CPU with SSE2 ;4 GB RAM ;Graphics card with DirectX 10 support or better DirectX: Version 10 Network: Broadband Internet connection ;
761910;Requires a 64-bit processor and operating system ;Intel quad core or AMD equivalent ;4 GB RAM ;AMD HD 7700 Series, 1 GB VRAM or Nvidia/Intel equivalent DirectX: Version 11 Network: Broadband Internet connection ;
761930;;1 gigahertz (GHz) or faster 32-bit (x86) or 64-bit (x64) processor ;2 GB RAM ;DirectX 9.0c compatible NVIDIA video card with 1GB of RAM (NVIDIA GeForce GTX 260 or higher ;
762030;;Quad-core 3.0 Ghz ;8 GB RAM ;Dedicated Graphics Card 2GB DirectX: Version 11 ;
762080;;Intel Core 2 Duo E6600/AMD Phenom X3 8750 ;2 GB RAM ;GeForce GTX 260/Radeon HD 4870 DirectX: Version 11 Network: Broadband Internet connection ;
762110;最低配置: 操作系统:  7 处理器: Intel i5 内存: 2 GB RAM 图形: Intel Integrated 存储空间: 需要 560 MB 可用空间 声卡: Integrated;;;;
762120;;Intel Core I7 or I5 (maybe I13 idk) ;1 GB RAM ;Geforce GTX ULTRA TItan 2080TI x4 DirectX: Version 8.0 ;
762130;;Intel i5-4590 / AMD Ryzen 5 1500X or greater ;8 GB RAM ;NVIDIA GTX 970 / AMD Radeon R9 290 or greater ;
762190;最低配置: 操作系统:  7+ 处理器: Intel Core i5 内存: 4 GB RAM 图形: Intel Integrated Graphics DirectX 版本: 11 存储空间: 需要 4 GB 可用空间 声卡: Integrated;;;;
762240;;Dual Core 2.0GHz or equivalent processor ;4 GB RAM ;Direct X 9.0 compliant video card with 512 MB of RAM ;
762270;;Dual Core 1.6 GHz ;1 GB RAM ;512 MB DirectX: Version 9.0 ;
762360;;Dual-core processors, 1.8 GHz ;1 GB RAM ;Integrated/Shared ;
762380;Requires a 64-bit processor and operating system ;I5 7400 ;8 GB RAM ;GTX 1060 ;
762480;;;;;
762490;Requires a 64-bit processor and operating system ;Intel i5-4590 ;8 GB RAM ;NVIDIA GeForce GTX 970 DirectX: Version 11 Network: Broadband Internet connection ;
762500;;1GHz ;256 MB RAM ;DirectX 9.0c Compatible Card ;
762520;;2.0 GHz ;1 GB RAM ;256 MB VRAM ;
762560;;Intel i5, 2.4 Ghz or better ;2 GB RAM ;Integrated HD Graphics 520 w/128 MB or better Network: Broadband Internet connection ;
762590;;1.5 GHz ;2 GB RAM ;;
762610;;Dual-Core 1.9 GHz ;1 GB RAM ;Intel HD 4000 or better. DirectX: Version 9.0 ;
762630;Requires a 64-bit processor and operating system ;2.8 GHz Intel Core i3 ;1 GB RAM ;768 MB VRAM ;
762650;Requires a 64-bit processor and operating system ;X64 Dual Core CPU, 3+ GHz ;8 GB RAM ;Nvidia GeForce GTX 770 or AMD Radeon R9380 DirectX: Version 11 ;
762670;;1.5 Ghz Intel or AMD equivalent ;512 MB RAM ;NVIDIA GeForce GT 730 or equivalent DirectX: Version 9.0 ;
762680;;Intel i5 ;4 GB RAM ;Intel Iris 1536 MB ;
762850;;Intel Pentium G4400, AMD Athlon II X2 250 ;2 GB RAM ;Intel HD Graphics, NVIDIA GT730, AMD HD 5550 ;
762860;;i3 or up ;4 GB RAM ;Intel(R) HD Graphics or up DirectX: Version 10 ;
762900;;Dual Core 2.4 ghz+ Graphics: Minimum GPU not yet known Hard Drive: 2 GB available space Additional Notes: More testing required for accurate requirements;;;
762930;最低配置: 处理器: Intel Core i series 内存: 2 GB RAM 图形: 1280x720;;;;
762950;Requires a 64-bit processor and operating system ;2.5 GHz Intel Pentium 4 / AMD Athlon 64 ;2 GB RAM ;512 MB NVIDIA GeForce 8800GS / ATI Radeon HD 3870 Network: Broadband Internet connection ;
762980;Requires a 64-bit processor and operating system ;;;;
763000;;;;;
763010;;Intel or AMD with SSE2 support ;1 GB RAM ;Any with DirectX 9 (minimum 512MB RAM) DirectX: Version 8.0 ;
763050;;1.8GHz Processor ;2 GB RAM ;1280×720 DirectX: Version 9.0c ;
763070;;Intel Core i3 + ;2 GB RAM ;GeForce GTX 950 DirectX: Version 9.0 ;
763090;;Any 64 or 32 bit processor ;1 GB RAM ;DirectX or OpenGL Compatible Video card ;
763200;Requires a 64-bit processor and operating system ;3 Ghz ;2 GB RAM ;512 MB video memory, shader model 3.0+ DirectX: Version 10 ;
763210;Requires a 64-bit processor and operating system ;Intel Pentium ;2 GB RAM ;;
763230;;i3-4130 or equivalant ;4 GB RAM ;Intel(R) HD Graphics 4000 or equivalant DirectX: Version 9.0 ;
763250;最低配置: 需要 64 位处理器和操作系统 操作系统:  10 处理器: AMD FX 6300 @ 3.5 GHz or Intel Core i3 or higher 内存: 4 GB RAM 图形: AMD Radeon RX 550 or Nvidia Geforce GTX 750 Ti or higher DirectX 版本: 11 存储空间: 需要 8 GB 可用空间;;;;
763270;;Dual Core ;2 GB RAM ;Graphic card with 256 MB DirectX: Version 11 Network: Broadband Internet connection ;
763290;;Intel Pentium 1.9GHz or AMD equivalent ;2 GB RAM ;NVIDIA GeForce GTS 450 or AMD equivalent DirectX: Version 9.0c ;
763300;;2GHz Processor ;2 GB RAM ;NVIDIA GeForce 450 or higher with 1GB Memory DirectX: Version 9.0 Network: Broadband Internet connection ;
763320;Requires a 64-bit processor and operating system ;3.0ghz Dual Core ;4 GB RAM ;GTX 745 ;
763350;;Intel Core2 Duo 2.4 GHz or higher / AMD 3 GHz or higher. ;1 GB RAM ;Any ;
763360;;1.2 Ghz or faster processor ;256 MB RAM ;256 MB ;
763380;;Intel® Core™2 Duo equivalent or faster processor ;172 MB RAM ;1280 x 768 pixels or higher desktop resolution ;
763400;;Intel Celeron ;1 GB RAM ;NVidia GeForce 240 DirectX: Version 9.0 ;
763410;;Modern quad-core (AMD FX-Series or newer, Intel Core i5 or faster) ;2 GB RAM ;AMD Radeon HD 5770 or faster, nVidia GeForce GT 640 or faster DirectX: Version 11 Network: Broadband Internet connection ;
763430;Requires a 64-bit processor and operating system ;Intel® Core™ i5-4590/AMD FX™ 8350 ;4 GB RAM ;NVIDIA® GeForce® GTX 970、AMD Radeon™ R9 290 Network: Broadband Internet connection ;
763490;;2.33GHz or faster x86-compatible processor, or Intel Atom™ 1.6GHz or faster processor for netbook class devices ;512 MB RAM ;128MB Graphics ;
763520;;2.0+ GHz ;512 MB RAM ;Integrated Graphics ;
763540;;Intel Celeron 1800 MHz ;256 MB RAM ;Intel HD Graphics ;
763610;;2 GHz Intel Pentium 4 or AMD Athlon or equivalent ;2 GB RAM ;;
763630;Requires a 64-bit processor and operating system ;Intel i5-4590, AMD FX 8350 equivalent ;8 GB RAM ;Nvidia GeForce GTX 960, AMD Radeon R9 280 equivalent ;
763650;;Core i-5 ;4 GB RAM ;Nvidia GTX 970 DirectX: Version 11 ;
763680;;Intel i5 ;4 GB RAM ;Nvidia GeForce 970 DirectX: Version 11 ;
763700;;Intel Core i3 ;1024 MB RAM ;500MB DirectX: Version 8.0 ;
763720;;1.0 GHz ;1 GB RAM ;DirectX 9.0 Compatible DirectX: Version 9.0 Network: Broadband Internet connection ;
763730;;Dual Core 2Ghz ;2 GB RAM ;GeForce GTX 650 / AMD R7 250 DirectX: Version 10 ;
763740;;Quad-core Intel or AMD processor, 2 GHz or faster ;4 GB RAM ;1 Gb DirectX: Version 10 ;
763750;;2.3 GHz Dual Core ;1 GB RAM ;DirectX 9 compatible DirectX: Version 9.0 ;
763760;;Core2Duo ;512 MB RAM ;Intel HD2000 ;
763770;;Core2Duo ;512 MB RAM ;Intel HD2000 ;
763790;;Intel Core i5-4590 or AMD FX 8350 ;4 GB RAM ;NVIDIA GTX 970 or AMD Radeon R9 290 DirectX: Version 11 ;
763810;;Intel Core i5-6200U ;4 GB RAM ;Intel HD Graphics ;
763870;;;;;
763910;;Pentium 4 or above ;1 GB RAM ;1280x720 DirectX: Version 10 ;
763930;;;;;
763950;;;;;
763970;;1.8 GHz Processor ;512 MB RAM ;3D graphics card compatible with DirectX 7 ;
764010;;2 GHz or higher DirectX: Version 9.0c Hard Drive: 1 GB available space Sound Card: Any;;;
764030;;2 GHz+ ;512 MB RAM ;128MB DirectX: Version 9.0c ;
764050;Requires a 64-bit processor and operating system ;Quad-core Intel or AMD processor, 2.5 GHz or faster ;8 GB RAM ;NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher Network: Broadband Internet connection ;
764080;;2.4 GHz Dual core ;2 GB RAM ;NVIDIA GTX 285 DirectX: Version 12 ;
764090;;2.5+ GHz Quad core ;2 GB RAM ;NVIDIA GTX 260 or ATI 4850 ;
764110;Requires a 64-bit processor and operating system ;i5 3570 ;2 GB RAM ;Nvidia GTX 980 ;
764180;;Intel Core 2 Duo or better ;2 GB RAM ;VIDEO CARD: DirectX 9/OpenGL 4.1 capable GPU DirectX: Version 9.0 ;
764230;İşletim Sistemi:  XP İşlemci: Intel Core i3-3220 Bellek: 2 GB RAM Ekran Kartı: Intel HD Graphics 4000 Depolama: 500 MB kullanılabilir alan;;;;
764240;;Intel Pentium (or similar AMD) 1.5 GHz ;1024 MB RAM ;Direct 3D compatible graphics card with 128 MB RAM DirectX: Version 9.0 Additional Notes: 200 Mb Available Space;
764280;;2.0ghz ;4 GB RAM ;Direct X 9.0c compatible graphics card DirectX: Version 9.0c ;
764300;最低配置: 操作系统:  7 Service Pack 1 处理器: 2.2 GHz Dual-Core CPU with Hyper Threading 内存: 2 GB RAM 图形: NVIDIA GeForce 310 or equivalent (it must be able to manage Pixel Shader 3.0) with at least 1GB of display memory DirectX 版本: 9.0 存储空间: 需要 2 GB 可用空间;;;;
764370;Requires a 64-bit processor and operating system ;1 GHz multi-core ;512 MB RAM ;Any onboard video ;
764390;;SSE2 instruction set support Graphics: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities;;;
764410;;Intel Core i3-3210 3.2 GHz / AMD A8-7600 APU 3.1 GHz or equivalent ;2 GB RAM ;Nvidia GeForce 400 Series or AMD Radeon HD 7000 series with OpenGL 4.4 ;
764430;;1.6 GHz ;1 GB RAM ;;
764470;;1 GHz processor ;1 GB RAM ;OpenGL 3.3 or better ;
764490;;Any 64 or 32 bit processor ;512 MB RAM ;DirectX or OpenGL Compatible Video card ;
764500;;Intel Core 2 duo + ;2 GB RAM ;integrated graphics card DirectX: Version 10 Sound Card: Windows compatible;
764510;;1.7 GHz Dual Core ;512 MB RAM ;NVIDIA GeForce GTX 260, ATI Radeon 4870 HD, Intel HD 3000, or equivalent integrated card DirectX: Version 9.0c ;
764550;;Dual Core CPU 1GHz ;512 MB RAM ;256 MB ;
764560;Mínimos: SO:  7, 8.1, 10 Processador: Intel or AMD 2 GHz Memória: 65 MB de RAM Placa de vídeo: Any;;;;
