publisher,paginas_suporte_por_publisher,jogos_lancados,faturamento_min,suporte_por_jogo
"Air Viki, LLC",0,1,0,0.0000
DUEL,0,1,0,0.0000
"RMIT VX Lab",0,1,0,0.0000
"Prism Interactive Entertainment Inc.",0,1,0,0.0000
"Fullmetal Developer",0,2,0,0.0000
"Emil Varez",0,1,0,0.0000
"Crabellum Games",0,1,0,0.0000
PuzzleRoo,0,1,0,0.0000
"Givit Game Studios (Pty) Ltd",0,1,0,0.0000
MarksApp,0,1,0,0.0000
Razard,0,1,0,0.0000
"Ilex Games",0,1,0,0.0000
"Michael Gentry",0,1,0,0.0000
CYZR,0,1,0,0.0000
Moim,0,1,0,0.0000
"Orch Star Studios",0,1,0,0.0000
"Attila D.",0,1,0,0.0000
"Team Major League Gladiators",0,1,0,0.0000
"Lunar Collapse",0,1,0,0.0000
"Flávio Miyamaru",0,1,0,0.0000
"MageC Studio",0,1,0,0.0000
AjiGohanGames,0,1,0,0.0000
"Malzbie Games",0,1,0,0.0000
"Binary Fortress Software",0,1,0,0.0000
"Super Soul LLC",0,1,0,0.0000
"Rhino Games Ireland",0,1,0,0.0000
"Forward Instinct",0,1,0,0.0000
"aDeCon Production",0,1,0,0.0000
"Jellyfish Parade",0,1,0,0.0000
"Michael Acosta",0,1,0,0.0000
"Andrzej Cudzilo",0,1,0,0.0000
"ThinkVirtual LLC",0,1,0,0.0000
"BANDAI NAMCO Entertainment Europe",0,1,0,0.0000
"East Side Games",0,1,0,0.0000
Collector_collector,0,1,0,0.0000
Luminark,0,1,0,0.0000
"Daniel Meredith",0,1,0,0.0000
"Daniel Wiitanen",0,1,0,0.0000
"Borov;Sashka Shlapik",0,1,0,0.0000
Bernackels,0,1,0,0.0000
" Inertia Game Studios",0,1,0,0.0000
"Mantis Shrimp Studio",0,1,0,0.0000
"Team No Comply Games",0,1,0,0.0000
"MECH'AT;Plug In Digital",0,1,0,0.0000
Danstarr13,0,1,0,0.0000
"Appliks Apps Studios",0,1,0,0.0000
"Chrono Dragon Studios",0,1,0,0.0000
"Disturbing Excitement",0,1,0,0.0000
"Rock Nano Global",0,1,0,0.0000
LoopyMood,0,1,0,0.0000
MACKINN7,0,1,0,0.0000
"2Dog Games",0,1,0,0.0000
"Jeff Weber",0,1,0,0.0000
NEO.ca,0,1,0,0.0000
ReverseGames,0,2,0,0.0000
"Technically Competent",0,1,0,0.0000
qUATERNIon,0,1,0,0.0000
VRESKI,0,1,0,0.0000
"White Budgie Game Limited",0,1,0,0.0000
"Birdwall Games",0,1,0,0.0000
"Dima Kozyr",0,1,0,0.0000
"Second March, LLC",0,1,0,0.0000
"Big Galoot",0,1,0,0.0000
"Degica;TAITO CORP.",0,2,0,0.0000
"99Gamers Digital",0,1,0,0.0000
"Quail Island Software Limited",0,1,0,0.0000
"Circumlocutory Games",0,1,0,0.0000
"Muddy Pixel",0,1,0,0.0000
"Tomáš Sabol",0,1,0,0.0000
"Yet Another Game Studio",0,1,0,0.0000
"Droid Riot;Coconut Tree Studio",0,1,0,0.0000
"Magnesium Ninja",0,1,0,0.0000
"Limitless Fun, LLC",0,1,0,0.0000
"HorngYeuan Digital",0,1,0,0.0000
Chrnk.ru,0,1,0,0.0000
"Strategy Mill",0,1,0,0.0000
"Adaptive Game",0,1,0,0.0000
"Plectrum Software",0,1,0,0.0000
"Bitecore Ltd.",0,1,0,0.0000
"Dmitry Poznukhov",0,1,0,0.0000
TARO,0,1,0,0.0000
"Shanghai superpoint Co.,Ltd.",0,1,0,0.0000
"Angry Demon Studio",0,1,0,0.0000
"Hero Concept",0,1,0,0.0000
"Stefan Preuss",0,2,0,0.0000
"Celeritas Games",0,1,0,0.0000
"Shazard G Bansraj",0,1,0,0.0000
"Moss Piglet Games",0,1,0,0.0000
"Duoji Network technology",0,1,0,0.0000
"LoveTrooper Entertainment L.L.C.",0,1,0,0.0000
"Fase 9 Studios",0,1,0,0.0000
"Red Disk Games",0,1,0,0.0000
"Another Planet",0,1,0,0.0000
"Alien Nude LTD",0,1,0,0.0000
"Buckethead Entertainment",0,1,0,0.0000
gurkenlabs,0,1,0,0.0000
"Orbital Views",0,1,0,0.0000
"BucketShop Software",0,1,0,0.0000
FLUXJIN,0,1,0,0.0000
"Software Wolf;ITC Studio",0,1,0,0.0000
"Artificer Creator",0,1,0,0.0000
"Estudio Ábrego;Shinyuden",0,1,0,0.0000
"Future Tech Lab Co.,Ltd.",0,1,0,0.0000
"Yfrit Games",0,1,0,0.0000
"Corn Fed Games, LLC.",0,1,0,0.0000
"Friend Factory",0,1,0,0.0000
"King's Lance Games",0,1,0,0.0000
"Black Water",0,1,0,0.0000
"RTFM Corp.",0,1,0,0.0000
"Fatmoth Interactive",0,1,0,0.0000
Stabbarey,0,1,0,0.0000
"Stein Bock Games",0,2,0,0.0000
Headup;WhisperGames,0,1,0,0.0000
"OKAM Studio",0,1,0,0.0000
"Jl Apps",0,3,0,0.0000
oksdev,0,1,0,0.0000
"VM World Studio",0,1,0,0.0000
Polytale,0,1,0,0.0000
OneTechAsia,0,1,0,0.0000
"Firetail Games",0,1,0,0.0000
"Smash Game Studios",0,2,0,0.0000
redsungames,0,1,0,0.0000
Farbs,0,1,0,0.0000
"Saurus Digital",0,1,0,0.0000
Havana24,0,1,0,0.0000
"Random Bird games",0,1,0,0.0000
"QuaSci Labs LLC",0,1,0,0.0000
Mister-Slam,0,1,0,0.0000
"Nylon Blonde",0,1,0,0.0000
"Harry Gill",0,1,0,0.0000
"SMONCH, LLC",0,1,0,0.0000
"Latent Studios",0,1,0,0.0000
"Invisible Man",0,1,0,0.0000
"Pauline Game",0,1,0,0.0000
"Evil Bite",0,1,0,0.0000
"Inwave Labs",0,1,0,0.0000
"Borazon Games LLC",0,1,0,0.0000
"Resurgam Studios",0,1,0,0.0000
"Chadams Studios",0,1,0,0.0000
KevinTheWolfy,0,1,0,0.0000
"Speed Potion",0,1,0,0.0000
TallShrimp,0,1,0,0.0000
"Tellurion Mobile",0,1,0,0.0000
VRena,0,1,0,0.0000
"Aditon Inc",0,1,0,0.0000
kelkk,0,1,0,0.0000
"SPECTRUM GAMES",0,1,0,0.0000
"Crealode Games",0,1,0,0.0000
"Hot Dogs Studio",0,1,0,0.0000
"Jason Hein",0,1,0,0.0000
Jhomas,0,1,0,0.0000
LuteGames,0,2,0,0.0000
"Joyo Games",0,1,0,0.0000
"Sergio Castillo",0,1,0,0.0000
"VR-Reel Media",0,1,0,0.0000
"Hell Tap Entertainment LTD",0,1,0,0.0000
"Copperpick Studio",0,1,0,0.0000
"ijal Studio",0,2,0,0.0000
"Reglest5 Games",0,1,0,0.0000
bones,0,1,0,0.0000
"Firedog Creative Company Limited",0,1,0,0.0000
"Starni Games",0,1,0,0.0000
4ShawGames,0,1,0,0.0000
"Cetus Studios",0,1,0,0.0000
"Rad Zone",0,1,0,0.0000
"Sapphire Software Inc",0,1,0,0.0000
"Lost Marble",0,1,0,0.0000
"ChiHeBang Studio",0,1,0,0.0000
"Frostwood Interactive",0,1,0,0.0000
"Rock AK Games (AK)",0,1,0,0.0000
IM4A,0,1,0,0.0000
"Cristian Villalba",0,1,0,0.0000
"Rocket Regios studios",0,1,0,0.0000
ArtVostok,0,1,0,0.0000
"Space Horse",0,1,0,0.0000
"Multitool Studios",0,1,0,0.0000
"Two-Way Ltd.",0,1,0,0.0000
Quasar,0,1,0,0.0000
"Juventus Football Club S.p.A.",0,1,0,0.0000
"Moonlight Studios",0,1,0,0.0000
"Paul Piepenhagen",0,1,0,0.0000
Bytecrunch,0,1,0,0.0000
TeamTOCH,0,1,0,0.0000
"Tiny Ghost Studios",0,1,0,0.0000
"Miragic Labs",0,1,0,0.0000
"Tsukinowa App.",0,1,0,0.0000
MisterTtocS,0,1,0,0.0000
FunnyNetWork,0,1,0,0.0000
"Filippo donelli",0,1,0,0.0000
"Heartship Games",0,1,0,0.0000
"ShotX Studio",0,2,0,0.0000
"Leapdoctor Games",0,1,0,0.0000
"Studio RO",0,1,0,0.0000
"Nikita P.",0,1,0,0.0000
"3rd Pinnacle Games",0,1,0,0.0000
"UglyCake Games",0,1,0,0.0000
GefestGames,0,1,0,0.0000
"Toolkitz Games",0,1,0,0.0000
Gamifier,0,1,0,0.0000
"Rainbow Street Studios",0,1,0,0.0000
"Fun Ghost's Haunted Fun Factory LLC",0,1,0,0.0000
"Dayplay Co.,Ltd",0,1,0,0.0000
"Wanin International",0,1,0,0.0000
Fogbound,0,2,0,0.0000
"Magic Design Studios",0,1,0,0.0000
"Viktor Yurchuk",0,1,0,0.0000
Eyedrop,0,1,0,0.0000
"Tuan Nguyen",0,1,0,0.0000
"Third Gate Studios",0,1,0,0.0000
"One Yuan Games",0,1,0,0.0000
ocasocreations,0,1,0,0.0000
IzmirRecht,0,1,0,0.0000
Namo,0,1,0,0.0000
"Galactig;Rondo Media Cyf",0,1,0,0.0000
"??????? ?????????",0,1,0,0.0000
"Brimstone Brothers Inc.",0,1,0,0.0000
"Cultura guru",0,1,0,0.0000
"Planet X Game Studios",0,1,0,0.0000
"Bloody Forehead Entertainment",0,1,0,0.0000
"FM Studio",0,1,0,0.0000
"Globiss Interactive",0,1,0,0.0000
"Jake Waggoner",0,1,0,0.0000
CaveBrave,0,1,0,0.0000
"Insanely Virtual",0,1,0,0.0000
"Miaoyue Studio",0,2,0,0.0000
"EnderLost Studios",0,1,0,0.0000
MUIFWEGO,0,1,0,0.0000
"Red Rider",0,1,0,0.0000
"Michael Cheung",0,1,0,0.0000
"Silesia Games Sp. z o.o.",0,1,0,0.0000
JesterJoker,0,1,0,0.0000
"Game Kombinat",0,1,0,0.0000
ODev,0,1,0,0.0000
"DEVCUBE STUDIO",0,1,0,0.0000
"Prince Game Studio",0,2,0,0.0000
"Lightray Games",0,1,0,0.0000
"Julian Schlüntz",0,1,0,0.0000
"Alcateia Entertainment",0,1,0,0.0000
SudoTilt,0,1,0,0.0000
"Silly Saturday",0,1,0,0.0000
"Overimagined Games",0,1,0,0.0000
"Mario D'Eliso",0,1,0,0.0000
"Château de Versailles;Fondation Orange",0,1,0,0.0000
"Digital Bento",0,1,0,0.0000
Avocavo,0,1,0,0.0000
"Radmir Kadyrov",0,1,0,0.0000
"Hammer and Ravens",0,1,0,0.0000
"Crisp App Studio ",0,1,0,0.0000
Para,0,1,0,0.0000
" MariLuzaria",0,1,0,0.0000
"TREEFORT VR",0,1,0,0.0000
"EVIL GAMES",0,1,0,0.0000
"Couch Cosmonauts LLC",0,1,0,0.0000
SoyeR,0,1,0,0.0000
PLAYMIND,0,1,0,0.0000
"NineD Digital",0,1,0,0.0000
" Wargaming Group Limited",0,1,0,0.0000
"Window Licker Games",0,1,0,0.0000
"Womb Technology",0,1,0,0.0000
"Mirthood Games",0,1,0,0.0000
"Live Aliens",0,1,0,0.0000
dp3Softworks,0,1,0,0.0000
"Return To Adventure Mountain, LLC",0,1,0,0.0000
"Guami Games",0,1,0,0.0000
Eathrabaria,0,2,0,0.0000
"Leyline Studios",0,1,0,0.0000
LionAnt,0,1,0,0.0000
"Second Sky Entertainment",0,1,0,0.0000
Pxlplz,0,1,0,0.0000
"Humble Hearts LLC",0,1,0,0.0000
"Argonauts Interactive",0,1,0,0.0000
"NTT Solmare",0,1,0,0.0000
"Daydream Productions",0,1,0,0.0000
"Sold Out Sales and Marketing Ltd",0,1,0,0.0000
SashaNyasha,0,1,0,0.0000
"Claudio Catalano;CC_ARTS",0,1,0,0.0000
Vectorinox,0,1,0,0.0000
"MIRAGE VR",0,1,0,0.0000
"Convoy Games",0,1,0,0.0000
JibbyJib,0,1,0,0.0000
KILLZONE,0,2,0,0.0000
Vais,0,1,0,0.0000
"Astrocat Studios",0,1,0,0.0000
"Ingenio Contenido Digital",0,1,0,0.0000
"Gromov Technologies",0,1,0,0.0000
"Cien Studio",0,1,0,0.0000
"Parallel Intersection Studio",0,1,0,0.0000
JoshCorp,0,1,0,0.0000
Digitalzone,0,1,0,0.0000
"DEVALLEY STUDIO;Plug In Digital",0,1,0,0.0000
QFSW,0,1,0,0.0000
"Marcin Skierski",0,1,0,0.0000
"Bearcat Games",0,1,0,0.0000
"Armadillo Game Studios",0,1,0,0.0000
"Squidlit Ink.",0,1,0,0.0000
DarkEvilGames,0,1,0,0.0000
"Shogunate Games",0,1,0,0.0000
"Ben Busby",0,1,0,0.0000
GrimTalin,0,1,0,0.0000
"Visper Games",0,1,0,0.0000
"Proto Dome Productions",0,1,0,0.0000
"Trykon Studios",0,1,0,0.0000
Pouchmouse,0,1,0,0.0000
"Michigan State University",0,1,0,0.0000
EncryptGroup,0,1,0,0.0000
"MAFIS ",0,1,0,0.0000
"AmagSwag Games",0,2,0,0.0000
Redeyevisuals,0,1,0,0.0000
"Dead Inside Studio",0,1,0,0.0000
"MegaTronic Labs",0,1,0,0.0000
Q'Prod,0,1,0,0.0000
herun,0,1,0,0.0000
"Steve O'Gorman",0,1,0,0.0000
"MasterCalamity Games",0,1,0,0.0000
"Dan Kenny",0,1,0,0.0000
"Johnny Ow",0,1,0,0.0000
NobleWare,0,1,0,0.0000
"Let it roll AB",0,1,0,0.0000
"Anime squad",0,2,0,0.0000
"nada studio",0,1,0,0.0000
"Bergie Games",0,1,0,0.0000
"New Vector Gaming",0,1,0,0.0000
"Deonn Software ltd.",0,1,0,0.0000
OmaeDev,0,1,0,0.0000
Binärkult,0,1,0,0.0000
"Palladium Games",0,1,0,0.0000
Rokas,0,1,0,0.0000
"Winter's Chill Studio",0,1,0,0.0000
Rusimitu,0,1,0,0.0000
"Litmus VR",0,1,0,0.0000
NexusLab,0,1,0,0.0000
"The Lunatic Tilemaps",0,1,0,0.0000
"Matthew Collins",0,1,0,0.0000
"Burp Mimic",0,1,0,0.0000
"BWT Games",0,1,0,0.0000
"Game Life Studio",0,1,0,0.0000
LANGYA,0,1,0,0.0000
"All Parts Connected",0,1,0,0.0000
HELYEES,0,1,0,0.0000
ReedGames,0,1,0,0.0000
"GALBRO INC.",0,1,0,0.0000
Ruskatuli,0,1,0,0.0000
SilverDam™,0,1,0,0.0000
"Megalithic Mainframe",0,1,0,0.0000
"Urban Goose Games",0,1,0,0.0000
"VR Friends",0,1,0,0.0000
"Kirisame Jump",0,1,0,0.0000
PsyRob,0,1,0,0.0000
Desenvolvedores,0,1,0,0.0000
"Windy Games",0,1,0,0.0000
"Wiley Softworks",0,1,0,0.0000
"Bad Rhino Games LLC",0,1,0,0.0000
"Pleizter Games",0,1,0,0.0000
"Screwdriver Entertainment",0,1,0,0.0000
Tninja1337,0,1,0,0.0000
"Lycian Studio",0,1,0,0.0000
"Savepoint Studios",0,1,0,0.0000
Xperitus,0,1,0,0.0000
Mashiro,0,1,0,0.0000
"Land Patricio",0,1,0,0.0000
"Craft Game Studio",0,1,0,0.0000
Bolanzarts,0,1,0,0.0000
Holotna,0,1,0,0.0000
Couchgaming,0,1,0,0.0000
"Yorzh Aleksey",0,1,0,0.0000
GAMELAB,0,1,0,0.0000
"Amstad Digital",0,1,0,0.0000
"Wet Fish",0,1,0,0.0000
"Sen Games",0,1,0,0.0000
"Andreas Cavazzini",0,1,0,0.0000
"Iperurania Arts",0,1,0,0.0000
"David Ruttan",0,1,0,0.0000
Skull,0,1,0,0.0000
"Two Glass Hams",0,1,0,0.0000
"Martin Kutlak",0,1,0,0.0000
Pigeonaut,0,1,0,0.0000
Tibbers,0,1,0,0.0000
Hubblegum,0,1,0,0.0000
"W.R.K.S Games",0,1,0,0.0000
"Tuk Tuk",0,1,0,0.0000
"KOBRA GAME",0,1,0,0.0000
Fossil,0,1,0,0.0000
"Military Operations",0,1,0,0.0000
"Onaemo Studio",0,1,0,0.0000
"Rookie Hero Games",0,1,0,0.0000
"WildWorks, Inc.",0,1,0,0.0000
"whatthehal Games, LLC",0,1,0,0.0000
"Panic Bot Games",0,1,0,0.0000
Pengu2,0,1,0,0.0000
"Tinycat Games",0,1,0,0.0000
"Tumico Studio",0,1,0,0.0000
Karosu-Maker,0,2,0,0.0000
"Gravity Game Studio",0,1,0,0.0000
"Also Jack",0,1,0,0.0000
"GEOMETRIC BYTES",0,1,0,0.0000
"Go-Ah! Games",0,1,0,0.0000
AUTOSAVE,0,1,0,0.0000
SmallBigSquare,0,2,0,0.0000
WorldsDev,0,1,0,0.0000
"Vincae Entertainment",0,1,0,0.0000
HMBSbige,0,1,0,0.0000
"Bear Gears Studio",0,1,0,0.0000
"Organic Robot Games",0,1,0,0.0000
"7 Box Games",0,1,0,0.0000
"Jumpmen Gaming",0,1,0,0.0000
"BS STUDIOS",0,1,0,0.0000
Dcode,0,1,0,0.0000
"LUEGOLUEGO STUDIOS",0,1,0,0.0000
"Josh Jaques",0,1,0,0.0000
LUZSTARDOM,0,1,0,0.0000
"Slime King Games",0,1,0,0.0000
"Taiga Nishimura",0,1,0,0.0000
"The Bane Of Asphodel Team",0,1,0,0.0000
" Anea_Duo_Dev",0,1,0,0.0000
"Kung Fu Robots LLC",0,1,0,0.0000
Lothor;Informo,0,1,0,0.0000
Levrage,0,1,0,0.0000
Blazewing,0,1,0,0.0000
"Hamumu Games, Inc.",0,1,0,0.0000
"Gabriel Schwab",0,1,0,0.0000
"Black Dragon Studio",0,1,0,0.0000
langqi,0,1,0,0.0000
"DACS Laboratories",0,1,0,0.0000
"Catmoon Productions",0,1,0,0.0000
"Boosted Games",0,1,0,0.0000
"Good Bit",0,1,0,0.0000
GESTALT-§,0,2,0,0.0000
"Big Evil Corporation",0,1,0,0.0000
"Troglobytes Games;Hound Picked Games",0,1,0,0.0000
"Triumph LLC",0,1,0,0.0000
Geckoo1337,0,1,0,0.0000
"Dark Sky Empire",0,1,0,0.0000
"Moonshadow Games",0,1,0,0.0000
"Bobby Zeal",0,1,0,0.0000
"Bedtime Phobias",0,1,0,0.0000
"Dumb Game Company",0,1,0,0.0000
"Cozy Game Pals",0,1,0,0.0000
"??????;Gamera Game",0,1,0,0.0000
"Cuijin Technology",0,1,0,0.0000
"Bamboo Secrets Co.,Limited",0,1,0,0.0000
"ShinerJoy Technology Co., Ltd.",0,1,0,0.0000
"Game Master LLC",0,1,0,0.0000
"eNVy softworks",0,1,0,0.0000
"Next Friday Interactive",0,1,0,0.0000
SouthWorks,0,1,0,0.0000
"Outdoor Gaming",0,1,0,0.0000
VRkiwi;Mekiwi,0,1,0,0.0000
"Freeway Interactive",0,1,0,0.0000
TwinStarGames,0,1,0,0.0000
"Music Paradise",0,1,0,0.0000
ZarioSide,0,1,0,0.0000
"Steady Mushroom Ltd.",0,1,0,0.0000
"Searchlight Games",0,1,0,0.0000
"Tzilum Productions",0,1,0,0.0000
MKrew,0,1,0,0.0000
XRBASE,0,1,0,0.0000
"S. Khasanov",0,1,0,0.0000
"Thunderbullet Game Co.",0,1,0,0.0000
"Neverworks Games",0,1,0,0.0000
Codera,0,1,0,0.0000
"Storyline Team",0,1,0,0.0000
"LU QI",0,2,0,0.0000
"CoughCat Software",0,2,0,0.0000
CapPlay,0,2,0,0.0000
"BloodMoon Games",0,1,0,0.0000
"T-Bull S.A.",0,1,0,0.0000
NifftyGameWorks,0,1,0,0.0000
"Blind Raccoon Studio",0,1,0,0.0000
"Elastic Sea",0,1,0,0.0000
"PaleBlue XYZ",0,1,0,0.0000
"Durven Studios",0,1,0,0.0000
"Zynk Software",0,1,0,0.0000
"William Xu;Alex Raita",0,1,0,0.0000
"Cranio Creations Digital",0,1,0,0.0000
"Asphe Games",0,1,0,0.0000
"UTPlus Interactive Inc.",0,1,0,0.0000
Ophyer,0,1,0,0.0000
"Jan Urbanek",0,1,0,0.0000
neonboxgames,0,1,0,0.0000
"SoulShared Games LLC",0,1,0,0.0000
threeW,0,1,0,0.0000
"Crafty Game Lab",0,1,0,0.0000
"Old Doorways Ltd",0,1,0,0.0000
"Political Games LLC",0,1,0,0.0000
"Winking Skywalker",0,1,0,0.0000
"Eager Amoeba",0,1,0,0.0000
"OXYGENE MEDIA",0,1,0,0.0000
xRANDBOx,0,1,0,0.0000
"William Brown",0,1,0,0.0000
"Paranormal Games",0,1,0,0.0000
"Zodiac Interactive;HeyBox Interactive",0,1,0,0.0000
SapphireSoft,0,1,0,0.0000
"Max Grindebäck",0,1,0,0.0000
"Zudenan Digital",0,1,0,0.0000
" RoBot",0,1,0,0.0000
"Experiment 7",0,1,0,0.0000
"Silver Boar Gaming",0,1,0,0.0000
"Max Jaeschke",0,1,0,0.0000
"Lana Lux",0,1,0,0.0000
mailcat07,0,1,0,0.0000
"BigCode Games Pvt Ltd",0,1,0,0.0000
"Scott Chinchen",0,1,0,0.0000
"Studio-Space RA",0,1,0,0.0000
"Lingo Ludo",0,1,0,0.0000
"Ian Truelove",0,1,0,0.0000
"High Livity Games",0,1,0,0.0000
Hendojo,0,1,0,0.0000
"Arevoatl Games",0,1,0,0.0000
"Aedis Games Inc.",0,1,0,0.0000
"FlyInside Inc.",0,1,0,0.0000
NukaGames,0,1,0,0.0000
"Troll Drool Interactive",0,1,0,0.0000
"Stepiral Studio",0,1,0,0.0000
"Panayotis Lampitsakis",0,1,0,0.0000
Jiochees,0,1,0,0.0000
"YASUDA GAMES",0,1,0,0.0000
"Semi Sa?lam;Timberwolf Studios",0,1,0,0.0000
"Fiery Phoenix",0,1,0,0.0000
"Loft Sky Entertainment Inc.",0,1,0,0.0000
"Spanking Machine",0,1,0,0.0000
Planeta,0,1,0,0.0000
"Creator Studio",0,1,0,0.0000
exaQuark,0,1,0,0.0000
"DWSK Ltd",0,1,0,0.0000
"Olympia Verlag GmbH",0,1,0,0.0000
"Po-Jui Huang",0,1,0,0.0000
"TUNNEL no.73;Kagura Games",0,1,0,0.0000
IEVO,0,1,0,0.0000
"carlos canizares",0,1,0,0.0000
"Rain Of Cubes",0,1,0,0.0000
"Loveridge Designs",0,1,0,0.0000
Allosaurus,0,1,0,0.0000
Pangake,0,1,0,0.0000
"Codev Games",0,1,0,0.0000
"Meant, LLC",0,1,0,0.0000
"Silent Daddio Studios",0,1,0,0.0000
"The Airship Abstraction",0,1,0,0.0000
"Synodic Arc",0,1,0,0.0000
"Ningbing Games",0,3,0,0.0000
TK,0,1,0,0.0000
"Universe Worth Experiencing",0,1,0,0.0000
UPandQ,0,2,0,0.0000
"White Rhino Games",0,1,0,0.0000
"Squid Monkey Studios",0,1,0,0.0000
"Forever Years",0,1,0,0.0000
IGRODELSKY,0,1,0,0.0000
Avasion,0,1,0,0.0000
"ColossusArc Entertainment",0,1,0,0.0000
"AppSir, Inc.",0,1,0,0.0000
"Snow Day Software",0,1,0,0.0000
"Jerk Circle Media",0,1,0,0.0000
wezor,0,1,0,0.0000
" Dagestan Technology",0,1,0,0.0000
"Physiology with Dr Christian",0,1,0,0.0000
Sulton,0,1,0,0.0000
SceneSoft,0,1,0,0.0000
"Life's Lane Studio",0,1,0,0.0000
" OnBlind",0,1,0,0.0000
" VladProduction",0,1,0,0.0000
NextVR,0,1,0,0.0000
Beastereggs,0,1,0,0.0000
"Cetus Lab",0,1,0,0.0000
"Kajetan Andrzejak;Badosz",0,1,0,0.0000
"Shotgun with Glitters",0,1,0,0.0000
"????????? ?????????? ????????",0,1,0,0.0000
PatrAwW,0,1,0,0.0000
"Göksan Güner",0,2,0,0.0000
"Petraller Studios",0,1,0,0.0000
"Goblinz Studio",0,1,0,0.0000
Dualgm,0,1,0,0.0000
StainlessHeart,0,1,0,0.0000
"Versus Publishing",0,1,0,0.0000
"Mindfog games",0,1,0,0.0000
GukLabs,0,1,0,0.0000
4EversGames,0,1,0,0.0000
"Virtual Dor",0,1,0,0.0000
"Brighter3D Software Development Ltd.",0,1,0,0.0000
"Flat Chest Dev",0,1,0,0.0000
WaterMagus,0,1,0,0.0000
"Allyi Games",0,1,0,0.0000
"VectorGoat Games",0,1,0,0.0000
BoomTownGames,0,1,0,0.0000
"Wilhelmsen Studios",0,1,0,0.0000
"Andy Zelonis",0,1,0,0.0000
"Chess Parallel Esports Team",0,1,0,0.0000
"Jumbl Games",0,1,0,0.0000
"Sacred Walrus",0,1,0,0.0000
"Bright Phoenix Studio",0,1,0,0.0000
Pierrec,0,1,0,0.0000
?;3acg,0,1,0,0.0000
"Mauri Republic",0,1,0,0.0000
"Ludic Studios",0,1,0,0.0000
DRP,0,1,0,0.0000
64k,0,1,0,0.0000
"Visualistic Studios, LLC. ",0,1,0,0.0000
"blackHound Studios GbR",0,1,0,0.0000
"The Stars Group Inc. ",0,1,0,0.0000
"Miracle Tea",0,1,0,0.0000
PepoLab,0,1,0,0.0000
"DHH Game",0,1,0,0.0000
"Atomic Drop Games",0,1,0,0.0000
"Grade 9 Games",0,1,0,0.0000
"Tomas Novak",0,1,0,0.0000
TomatoFantasyGames;GrabTheGames,0,1,0,0.0000
"The Strangers",0,1,0,0.0000
"Red Oak Studio",0,1,0,0.0000
"Veritenze LLC",0,1,0,0.0000
"Enigmatic Network",0,1,0,0.0000
"Studio Gauntlet",0,1,0,0.0000
"Maximus Ludos Studios",0,1,0,0.0000
"Aventy's team",0,1,0,0.0000
MGstudio,0,1,0,0.0000
"Vandalia Softworks",0,1,0,0.0000
Bon,0,1,0,0.0000
"Volokitin Andrey",0,1,0,0.0000
"Binary Giants",0,1,0,0.0000
"Master Plan Multimedia LLC",0,1,0,0.0000
"Incendiary Entertainment Division",0,1,0,0.0000
"The 3DO Company;Near Death Studios",0,1,0,0.0000
"J&J Game Dev's",0,1,0,0.0000
"VRLab Academy",0,1,0,0.0000
"gaming company",0,1,0,0.0000
PenguiNet,0,1,0,0.0000
Tsurudeira,0,1,0,0.0000
"Gregg Brzozowski",0,1,0,0.0000
Meggic,0,1,0,0.0000
"Aaron Angert",0,1,0,0.0000
"Valkyrie Games",0,1,0,0.0000
"Moon and Sea Studios",0,1,0,0.0000
"Red Cattus",0,2,0,0.0000
"Mythical Alterno",0,1,0,0.0000
"Evil Bunny Studios",0,1,0,0.0000
"Dohi Sweden AB",0,1,0,0.0000
Auraro,0,1,0,0.0000
"Arbitrary Metric",0,1,0,0.0000
"moon soul",0,1,0,0.0000
"Phodex Games",0,1,0,0.0000
"Indie Glue",0,1,0,0.0000
BlackRat,0,1,0,0.0000
NCTkl,0,1,0,0.0000
Wafflesoft,0,1,0,0.0000
Garmory,0,1,0,0.0000
"Nerd Herd Games",0,1,0,0.0000
"Megaslow Studio",0,1,0,0.0000
"Evan Hecht",0,1,0,0.0000
"Cinematography Database",0,1,0,0.0000
" The Idea Software",0,1,0,0.0000
"Gloves of Bobby",0,1,0,0.0000
"Shenzhen Tanyu Interactive Entertainment Co., Ltd.",0,1,0,0.0000
" Game for people	",0,1,0,0.0000
"Convict Games",0,1,0,0.0000
"Simon Kaley",0,1,0,0.0000
"Pixel Draw",0,1,0,0.0000
"Silence Game",0,1,0,0.0000
Perchang,0,1,0,0.0000
"Cerdeira Guillaume",0,1,0,0.0000
"Shaftesbury Sales Company",0,1,0,0.0000
"Blasted Science",0,1,0,0.0000
terakorp,0,1,0,0.0000
RaafOritme,0,1,0,0.0000
"Racing Thought Studios",0,1,0,0.0000
PixelKiln,0,1,0,0.0000
PrinceXI,0,1,0,0.0000
"Great Helm",0,1,0,0.0000
Team.WM,0,1,0,0.0000
utStudio,0,1,0,0.0000
HDamas,0,1,0,0.0000
Drymir,0,1,0,0.0000
"James C Gray",0,1,0,0.0000
"vidiludi games and entertainment",0,1,0,0.0000
"Hellmade Games",0,1,0,0.0000
"Rob Jinman",0,1,0,0.0000
"Team Reset",0,1,0,0.0000
"HitPoint Studios Inc.",0,1,0,0.0000
SpeedFrame,0,1,0,0.0000
Petroallah,0,1,0,0.0000
"Toxic Sasquatch LLC",0,1,0,0.0000
"Westdeutscher Rundfunk Koeln",0,1,0,0.0000
VBS,0,1,0,0.0000
